id,customer_id,assessed_at,credit_score,grade
dfe328b3-229e-4f3e-b00b-83d9c405f8ed,873a3c66-39f9-9096-4eca-6993e4c7ad76,2025-09-02T17:34:48Z,618,C
28798f5a-b25a-07fe-df6c-d76ca618a0b6,84035c53-1e48-0957-524d-b451052a7b60,2024-12-05T09:39:23Z,621,C
574a613d-30a3-de85-febc-89c1da2d427c,36907bc9-6a25-5486-6c37-feac21ba4a76,2024-10-10T22:53:43Z,712,B
1de15136-59ae-2b9d-b46a-d4e57adb202c,0973367b-7d99-20a7-162b-25b604b51506,2024-12-28T16:04:37Z,623,C
b07939cc-9592-7434-6e3b-a2703d995e4c,a341033d-8d69-1b43-0a8d-c33b6f4829ee,2025-02-17T10:35:56Z,589,D
962c8c3c-9a91-4bc1-e04c-950f8b994c02,24132368-ba07-8e5b-b9d6-d1bfb67bce76,2025-10-08T06:12:25Z,673,C
84d5a162-d7be-9cfe-1ad2-8f8a56780dbc,405783c5-cb27-c84f-5a04-ec24779d04a8,2024-12-29T16:33:42Z,456,E
a7113290-1973-e10c-f862-5de49372d99e,500aae7c-5ae9-4427-43b7-2e8da834ac48,2025-04-08T07:07:32Z,671,C
e8dd7120-ca7e-be59-7c16-3b32a9630e0b,500aae7c-5ae9-4427-43b7-2e8da834ac48,2025-10-08T22:10:45Z,716,B
28bf74fa-ac30-49bc-b4d7-6af3af937fcd,a4da9309-26f9-e0ad-3c98-53c09d86624a,2025-07-12T17:23:52Z,789,A
