id,loan_id,lender_account_id,nominal,fund_ratio,status,created_at,updated_at
4ce87db6-da26-edb1-95fc-e7cfd8afb5cb,1cf23806-b808-4218-78f4-e3a00ced88b4,372c1aba-ef22-be6e-3b74-42ac0f22af6e,5800000.0,0.58,closed,2025-02-14T20:41:34Z,2025-02-14T22:02:01Z
b9c6a32b-7ab0-dbe1-d817-b95b0412af6d,1cf23806-b808-4218-78f4-e3a00ced88b4,258df6d0-c4e9-3633-1d88-1810c15dfbed,1400000.0,0.14,closed,2025-02-14T19:35:12Z,2025-02-14T19:51:03Z
ec811e46-6c36-7a3e-abfe-5d8858069fcd,1cf23806-b808-4218-78f4-e3a00ced88b4,6843befe-0f4c-4a7c-991a-3225a17946c5,2800000.0,0.28,closed,2025-02-14T02:29:15Z,2025-02-14T13:43:11Z
130730c9-b30a-75d4-31d2-a2b743dcb66c,72ec2cbc-2fec-d0c6-b6d8-1f065b7a80ba,ac7ae6fd-34bb-053f-aaf4-acc3bbe09f7c,112500.0,0.45,closed,2025-04-13T19:11:38Z,2025-04-13T03:57:25Z
26668e33-f452-e074-b413-4bb82e1eb2b9,72ec2cbc-2fec-d0c6-b6d8-1f065b7a80ba,32583a5a-a26b-ad52-8156-25717c3f2e93,137500.0,0.55,closed,2025-04-13T23:52:33Z,2025-04-13T10:57:04Z
7e9552e8-2003-6650-9fc7-440d1038e9a1,d012fe0e-f0af-2133-07aa-62bc8dca667f,e4732d6f-c6f8-c343-9a06-fb71325193bc,710000.0,0.71,closed,2025-09-07T03:00:08Z,2025-09-07T18:01:46Z
534f8def-52d9-b5b6-745e-623694064069,d012fe0e-f0af-2133-07aa-62bc8dca667f,d6a5ce23-7a4f-9357-27ad-2860dbeb787a,290000.0,0.29,closed,2025-09-07T10:22:35Z,2025-09-07T05:57:29Z
d22ff3c6-0601-2b53-b3c0-2e3800fa2d35,6c78e09f-e94e-1d81-19c5-29f131b442d0,a341033d-8d69-1b43-0a8d-c33b6f4829ee,1500000.0,1.0,closed,2025-12-14T05:47:37Z,2025-12-14T04:25:33Z
0b0ea013-acbc-afe5-1d9f-30b8ec2c3d0c,d75541ab-e65c-552d-2c53-bf184ba34e68,16b8e48d-401b-ccf1-053a-0559d02deec9,8500000.0,0.85,closed,2025-12-30T13:20:07Z,2025-12-30T05:01:37Z
f776f3fc-866b-f45f-157f-a01cc929ebd4,d75541ab-e65c-552d-2c53-bf184ba34e68,edc97b5f-c7ec-8e28-c792-0e39e9179ed6,1500000.0,0.15,closed,2025-12-30T05:10:28Z,2025-12-30T21:43:05Z
b59ce8cb-5b9a-c865-16fc-21d63750abe5,02b59198-e702-51ad-9c2a-ee287e79fd54,f15ee274-5de1-9169-4ded-c3e333890022,1100000.0,0.11,closed,2025-08-08T14:55:58Z,2025-08-08T02:46:25Z
04b99fc4-add6-dfb8-7ba8-65bbcdc88142,02b59198-e702-51ad-9c2a-ee287e79fd54,62190b56-fca4-bed7-afb7-e2ddb93c2a11,1600000.0,0.16,closed,2025-08-08T20:41:17Z,2025-08-08T12:18:07Z
968a3329-0d2e-abfc-be65-b7bb5876daf1,02b59198-e702-51ad-9c2a-ee287e79fd54,ba166c5c-caa5-2d42-ef20-0cfcd93d5237,500000.0,0.05,closed,2025-08-08T15:56:54Z,2025-08-08T13:56:41Z
68fdced4-8007-8218-183d-c2927eaa8c90,02b59198-e702-51ad-9c2a-ee287e79fd54,c060a112-d794-6244-5618-a39e947782c6,6800000.0,0.68,closed,2025-08-08T23:16:06Z,2025-08-08T16:04:21Z
85bf54d2-31e8-b0c7-3c0b-01b0ba4e7c63,570dffb4-1af1-4376-a125-6926f0d945cb,d3b121f0-1746-edc7-78a1-a2bbf278b89d,156000.0,0.13,closed,2025-01-11T15:06:54Z,2025-01-11T11:20:03Z
70655b4b-3600-ffe3-e37e-d36463c309b0,570dffb4-1af1-4376-a125-6926f0d945cb,338cefb5-4559-85cb-9536-92246ec971e2,900000.0,0.75,closed,2025-01-11T10:46:26Z,2025-01-11T08:22:37Z
8425232b-e69e-f51a-a2b6-00bd9b0786ef,570dffb4-1af1-4376-a125-6926f0d945cb,00fb3966-d6ed-a1b4-9ef7-6347b2eb9319,144000.0,0.12,closed,2025-01-11T20:06:30Z,2025-01-11T04:18:36Z
01ffaf17-8ed3-06f8-1b11-2834d704d4dd,e472ae13-3bf8-a3dd-1e0e-87709987a709,cff60f81-a3f8-56ad-213f-066274dc5c45,460000.0,0.23,active,2026-03-26T08:05:48Z,2026-03-26T23:05:19Z
30166736-6340-04f2-54d9-2287cd04f144,e472ae13-3bf8-a3dd-1e0e-87709987a709,a632394a-ad9d-4392-61f1-f98aebd5366d,1540000.0,0.77,active,2026-03-26T16:28:44Z,2026-03-26T14:43:02Z
92b1410c-5525-3800-2a13-77b3d61b9a67,71013eda-63cf-06a9-b13c-58779dfa3736,3d67ff3a-3b07-ad70-11f8-a09cfa601dc6,350000.0,0.07,active,2026-05-15T12:31:17Z,2026-05-15T10:51:33Z
7c218fa7-9d9b-54a3-222e-4f1b8a2170da,71013eda-63cf-06a9-b13c-58779dfa3736,d3b121f0-1746-edc7-78a1-a2bbf278b89d,4650000.0,0.93,active,2026-05-15T19:51:36Z,2026-05-15T13:45:59Z
af1beaee-e209-a387-c260-cb6780922d01,ea7c76d7-46d9-5ff4-2777-ef090b11556e,6c798656-d455-db73-f9b0-d009e29e3a6d,370000.0,0.74,closed,2025-04-29T03:11:26Z,2025-04-29T15:51:26Z
d0ff3df7-a6f4-5109-3538-46cd4cff0a5d,ea7c76d7-46d9-5ff4-2777-ef090b11556e,40775ca4-0a08-d217-2617-a0c24694e10d,130000.0,0.26,closed,2025-04-29T09:05:26Z,2025-04-29T20:35:40Z
19dcae28-c431-2685-5f8d-a1d468b342cd,008f61cf-4bdd-7d4e-c1e3-8ac9872f09f9,393dc164-d14e-bab5-494d-08e95ff6040c,600000.0,0.3,closed,2025-05-26T23:47:50Z,2025-05-26T17:45:09Z
688c5e96-a9bf-b1eb-b0f0-2767f3c35eae,008f61cf-4bdd-7d4e-c1e3-8ac9872f09f9,34fc6efb-cfab-9ebf-c628-f1b623474fd3,200000.0,0.1,closed,2025-05-26T08:57:24Z,2025-05-26T08:56:08Z
1d603e5b-d1af-30dc-5b69-2eed5d63fdd2,008f61cf-4bdd-7d4e-c1e3-8ac9872f09f9,fba26db6-57e3-6ecf-c45c-a20044e2721f,1200000.0,0.6,closed,2025-05-26T11:50:37Z,2025-05-26T04:46:41Z
46f44334-0603-0518-044a-040d0c9c867b,7d914310-e6d1-772b-d614-cd24792e73ac,f15ee274-5de1-9169-4ded-c3e333890022,4950000.0,0.22,active,2026-05-28T02:50:21Z,2026-05-28T04:14:57Z
41f86f8d-9eb0-3f4d-cb71-d671ad859793,7d914310-e6d1-772b-d614-cd24792e73ac,c060a112-d794-6244-5618-a39e947782c6,3600000.0,0.16,active,2026-05-28T11:46:12Z,2026-05-28T20:31:55Z
1e288750-aa1c-ae12-625b-c4102de28682,7d914310-e6d1-772b-d614-cd24792e73ac,d43ba268-7b2e-2162-3bb7-decda8a37b1e,8325000.0,0.37,active,2026-05-28T09:24:31Z,2026-05-28T18:01:28Z
09640a9c-efbf-6a29-2bbe-cf99181fc3d5,7d914310-e6d1-772b-d614-cd24792e73ac,eeaa3d41-677e-dd48-6721-7c7de401203a,5625000.0,0.25,active,2026-05-28T00:05:19Z,2026-05-28T01:24:48Z
2b95e3bf-aeb7-8ddd-8333-421eae9893ce,e01b9438-b090-84ca-46e3-c4d61e6a6f29,ba166c5c-caa5-2d42-ef20-0cfcd93d5237,801000.0,0.89,closed,2025-08-01T04:58:23Z,2025-08-01T05:29:02Z
2a3e5e9e-96c6-0466-0b20-1420b0e05791,e01b9438-b090-84ca-46e3-c4d61e6a6f29,d98f6247-7f7d-56b0-1d8a-1bea7ab44331,99000.0,0.11,closed,2025-08-01T14:09:56Z,2025-08-01T19:07:44Z
d2a5b63c-2573-a9e2-e8b0-4a4b57b577d6,1c14d590-587a-91e3-3122-fc8fc66fc215,a341033d-8d69-1b43-0a8d-c33b6f4829ee,2100000.0,0.42,active,2026-02-22T19:49:33Z,2026-02-22T04:22:28Z
6cb8dc01-de48-fd04-d630-95334bb5f075,1c14d590-587a-91e3-3122-fc8fc66fc215,372c1aba-ef22-be6e-3b74-42ac0f22af6e,2900000.0,0.58,active,2026-02-22T12:21:24Z,2026-02-22T07:25:36Z
b27d0c1a-c321-f497-1e24-9db6a4d8503d,8ad2caa2-c13a-f897-79e9-140bf7b024cc,bd914b51-617d-41f1-0c84-949b47bcba26,500000.0,1.0,closed,2026-06-07T10:47:11Z,2026-06-07T11:56:31Z
ab3992b9-f6f7-e56b-46ed-c609d35a57c4,57ebbeb9-97ad-6fe4-36e4-7cb24fc009fc,974a1460-d12c-e0f9-fb24-0dc7ecac31d3,320000.0,0.32,active,2025-12-26T20:18:38Z,2025-12-26T03:03:03Z
300f7417-c652-fdb0-ddc2-337010725e42,57ebbeb9-97ad-6fe4-36e4-7cb24fc009fc,bea07f0a-a721-f4c5-85d0-ac30867247e8,450000.0,0.45,active,2025-12-26T14:07:10Z,2025-12-26T09:36:54Z
a0495802-753c-4bb4-47a1-287d210efc42,57ebbeb9-97ad-6fe4-36e4-7cb24fc009fc,eeaa3d41-677e-dd48-6721-7c7de401203a,230000.0,0.23,active,2025-12-26T17:11:03Z,2025-12-26T01:37:29Z
9102fd38-b9f9-44ad-4e94-3be4cefde877,c0e16ef7-30b3-aa82-433d-97842249e37e,5aa8996f-9362-21d7-26d9-d489532c0f34,250000.0,0.05,closed,2025-03-16T04:49:35Z,2025-03-16T07:26:59Z
e4fd0c4d-0e31-093b-d257-7f14a0bbaa55,c0e16ef7-30b3-aa82-433d-97842249e37e,3a75d36b-1539-aa8b-5a81-914191e03b7a,3700000.0,0.74,closed,2025-03-16T11:15:24Z,2025-03-16T19:24:24Z
4b8ad4a0-c016-fa44-4a13-337f47640402,c0e16ef7-30b3-aa82-433d-97842249e37e,bea07f0a-a721-f4c5-85d0-ac30867247e8,1050000.0,0.21,closed,2025-03-16T15:44:10Z,2025-03-16T04:29:10Z
ee827a87-040c-9c2b-b97b-cd57febbb415,b87fef91-565b-8459-55c4-715fe9b0ace8,cff60f81-a3f8-56ad-213f-066274dc5c45,2500000.0,1.0,closed,2025-01-09T13:36:11Z,2025-01-09T17:58:43Z
01ea7b6c-5a0d-3ef4-fd77-0764cd94272b,c2d8dd0c-ad76-9118-f4c0-b1e95e7f5d81,73e46a7f-fe78-ea20-e41b-66d413c6bbdc,1290000.0,0.86,closed,2025-08-30T04:13:45Z,2025-08-30T01:57:00Z
de4acd7c-d7b9-977d-2347-e52a21b2e5f9,c2d8dd0c-ad76-9118-f4c0-b1e95e7f5d81,a341033d-8d69-1b43-0a8d-c33b6f4829ee,210000.0,0.14,closed,2025-08-30T06:14:54Z,2025-08-30T23:25:02Z
6049910b-fdd2-66e5-57a6-c8f7d819f8b3,10cab1bd-b909-195b-3608-963cbabfd4f2,d6a5ce23-7a4f-9357-27ad-2860dbeb787a,1360000.0,0.68,closed,2025-02-18T03:22:28Z,2025-02-18T14:24:04Z
e799f2b1-ebd1-212d-e8e6-1260c3cebc90,10cab1bd-b909-195b-3608-963cbabfd4f2,77044e39-4e56-1e71-0143-0b8849d36c31,120000.0,0.06,closed,2025-02-18T20:49:26Z,2025-02-18T07:41:20Z
326d6604-f837-f8b4-bf3a-75b2e5b89af9,10cab1bd-b909-195b-3608-963cbabfd4f2,d43ba268-7b2e-2162-3bb7-decda8a37b1e,520000.0,0.26,closed,2025-02-18T06:07:25Z,2025-02-18T17:37:25Z
8e75ae6b-f514-ecc6-418b-5b0903e6c8f7,af83f6d7-8350-a838-6aa4-f8b1ff39ff3e,735c05fb-965e-7232-1dcb-c80ce7e7fdfc,464000.0,0.29,closed,2025-06-14T21:28:05Z,2025-06-14T04:13:09Z
71e2eac8-0880-82ed-c06c-5d9a64175855,af83f6d7-8350-a838-6aa4-f8b1ff39ff3e,00fb3966-d6ed-a1b4-9ef7-6347b2eb9319,1136000.0,0.71,closed,2025-06-14T12:08:02Z,2025-06-14T05:23:53Z
cbb8d3b4-dc93-58f8-b0b3-5916861d9513,59cbe9bf-fdf0-fc23-f2d1-64b6c8f0eb66,6843befe-0f4c-4a7c-991a-3225a17946c5,500000.0,1.0,active,2026-07-20T02:16:25Z,2026-07-20T06:13:21Z
107f9722-21c0-8733-12ec-b1792a842c54,8fc0c744-497d-1862-c5f2-b6248f024324,73e46a7f-fe78-ea20-e41b-66d413c6bbdc,750000.0,0.5,closed,2026-02-03T19:02:12Z,2026-02-03T09:54:40Z
3a4209fb-f3f9-caa8-755c-63c915b97c0b,8fc0c744-497d-1862-c5f2-b6248f024324,253978b2-6ed2-6fca-d7be-86ef9cc24a68,105000.0,0.07,closed,2026-02-03T01:03:48Z,2026-02-03T16:53:39Z
a5394a7e-909e-e643-096b-8641d8d62fd9,8fc0c744-497d-1862-c5f2-b6248f024324,62190b56-fca4-bed7-afb7-e2ddb93c2a11,210000.0,0.14,closed,2026-02-03T23:48:41Z,2026-02-03T12:45:52Z
992cb769-0276-5d8e-81c9-ac3028f078c2,8fc0c744-497d-1862-c5f2-b6248f024324,3d97d879-ea39-b6b5-d5ca-314608b0dde5,435000.0,0.29,closed,2026-02-03T03:12:01Z,2026-02-03T18:47:46Z
fbcf9051-ad11-dbae-540b-0ee982415464,f5f725ac-7e0b-b353-bc6d-b7d99842df1a,ba166c5c-caa5-2d42-ef20-0cfcd93d5237,25000000.0,1.0,active,2026-05-22T01:13:28Z,2026-05-22T01:51:50Z
ca719154-0785-c28e-4eae-d02edeb04052,0d4e8582-f2db-f0af-11ad-e63ba73f3896,3d67ff3a-3b07-ad70-11f8-a09cfa601dc6,39000000.0,0.78,active,2026-02-22T23:21:05Z,2026-02-22T14:42:55Z
efbff183-67a7-4269-6fd6-4c709d7f39f5,0d4e8582-f2db-f0af-11ad-e63ba73f3896,e4732d6f-c6f8-c343-9a06-fb71325193bc,11000000.0,0.22,active,2026-02-22T19:04:45Z,2026-02-22T01:49:55Z
bd58f166-5978-3371-9013-634e626b7adc,ba68b77e-c875-f221-70d8-38363000e0cd,0253e03d-3031-4cfd-a104-256335fe5280,600000.0,1.0,closed,2025-10-26T21:49:34Z,2025-10-26T16:27:45Z
8c42de3f-6dae-dd49-e0c6-0805d52241cf,d4bb03b4-0e1a-1511-5f52-6c5747175280,968a3936-b9c7-ef5f-a1f1-7ffac470773e,25000000.0,1.0,active,2026-04-10T16:06:45Z,2026-04-10T20:49:23Z
993d0c1a-2c43-7afe-8e91-b0b6fc384d44,6faff161-5a6f-a17a-a85c-0f794d5aa71f,8388de7f-2850-faaf-d107-5f01309fc847,1201500.0,0.89,closed,2025-07-28T05:53:54Z,2025-07-28T16:34:33Z
cc904c3c-2d03-638d-24c5-068988271d35,6faff161-5a6f-a17a-a85c-0f794d5aa71f,b7a85a9a-2177-338c-d5ee-c953f02dc1ee,148500.0,0.11,closed,2025-07-28T02:39:11Z,2025-07-28T10:47:22Z
a123f5b4-ca14-3c01-923b-48fdce14d46b,b8f694c4-f22d-ba65-43fb-cb5683c575c6,735c05fb-965e-7232-1dcb-c80ce7e7fdfc,2000000.0,1.0,closed,2026-05-29T19:55:42Z,2026-05-29T05:25:18Z
4d34b163-7ec5-aefd-374a-826e4a3fd9b7,5002ac32-6592-920e-2970-03960ec891a7,f514cb3c-37bd-fdd4-f9ec-8cb35c265d31,2000000.0,1.0,closed,2025-09-19T15:08:17Z,2025-09-19T10:07:46Z
5758337e-2585-5c14-2568-bb33f6c344dc,865d7f80-111b-9f29-44bf-6d472b1bd599,34fc6efb-cfab-9ebf-c628-f1b623474fd3,486000.0,0.54,active,2026-07-04T10:53:32Z,2026-07-04T20:15:33Z
779b76b3-31d1-ed7c-5043-0ab75ae75d19,865d7f80-111b-9f29-44bf-6d472b1bd599,c7ea559f-3e47-235f-30e1-113a025c98e7,9000.0,0.01,active,2026-07-04T16:13:06Z,2026-07-04T00:50:31Z
057515d4-bbce-2fac-a297-c6f842daee62,865d7f80-111b-9f29-44bf-6d472b1bd599,03b188cb-0e2f-76cc-3e65-105125a81b18,117000.0,0.13,active,2026-07-04T04:33:50Z,2026-07-04T23:57:41Z
02563644-8c8a-2f6b-1b69-80fd8e104889,865d7f80-111b-9f29-44bf-6d472b1bd599,974a1460-d12c-e0f9-fb24-0dc7ecac31d3,288000.0,0.32,active,2026-07-04T00:13:47Z,2026-07-04T12:39:34Z
89e23c7f-74bf-bb8c-8da0-00a8db1ed288,44053142-b6f3-f13d-e113-b381bec4ce78,ac7ae6fd-34bb-053f-aaf4-acc3bbe09f7c,875000.0,0.35,active,2026-06-28T20:27:19Z,2026-06-28T00:07:50Z
c7321c58-7235-fda7-60a6-fb0dc95c5dbf,44053142-b6f3-f13d-e113-b381bec4ce78,3d97d879-ea39-b6b5-d5ca-314608b0dde5,1150000.0,0.46,active,2026-06-28T11:04:02Z,2026-06-28T06:24:10Z
5566c377-5f68-fa92-8855-6eda10b6e505,44053142-b6f3-f13d-e113-b381bec4ce78,ba166c5c-caa5-2d42-ef20-0cfcd93d5237,475000.0,0.19,active,2026-06-28T17:19:26Z,2026-06-28T21:49:40Z
16881e59-30c4-3642-aba5-8648d1e79804,43a4c294-b2d7-d53e-0286-6942a488c8a7,eeaa3d41-677e-dd48-6721-7c7de401203a,16875000.0,0.45,closed,2025-09-12T09:55:31Z,2025-09-12T16:50:14Z
f7acee1f-5752-a6fe-082d-bc8bc690e700,43a4c294-b2d7-d53e-0286-6942a488c8a7,a632394a-ad9d-4392-61f1-f98aebd5366d,20625000.0,0.55,closed,2025-09-12T23:28:09Z,2025-09-12T12:56:36Z
f36586a0-5cf5-62c9-513a-92bd8aff7f32,6a1903d1-ae0b-7845-8130-a1141d2ffb12,0253e03d-3031-4cfd-a104-256335fe5280,101250.0,0.27,active,2025-11-19T18:09:32Z,2025-11-19T12:26:38Z
b3c3cc7e-306a-6942-ed51-741a1c0978fd,6a1903d1-ae0b-7845-8130-a1141d2ffb12,396d8df1-6ea3-05d9-3964-b226e445d185,273750.0,0.73,active,2025-11-19T15:29:24Z,2025-11-19T21:04:46Z
3d9c76e4-fb55-8b6d-65f0-8cc80bc4a350,08a9eded-f40a-b8f3-a778-0599831d3967,374e3334-a734-fece-a0b8-7a4d3daa3da2,2000000.0,1.0,closed,2025-01-28T09:51:51Z,2025-01-28T21:03:40Z
6ed5d8c2-c113-59a7-30d6-e0716301c953,903196f9-d162-dfda-5f69-45aa4a44b135,9fdbc05b-f83d-d842-82b5-af2e761b2aa8,375000.0,0.15,closed,2025-08-05T12:20:40Z,2025-08-05T16:41:59Z
e1e16fb8-2a75-50f3-2c29-e752694f6ae9,903196f9-d162-dfda-5f69-45aa4a44b135,73e46a7f-fe78-ea20-e41b-66d413c6bbdc,600000.0,0.24,closed,2025-08-05T05:26:52Z,2025-08-05T08:14:19Z
88762a57-0718-aa7d-517a-d4e1ac28b5bf,903196f9-d162-dfda-5f69-45aa4a44b135,974a1460-d12c-e0f9-fb24-0dc7ecac31d3,1525000.0,0.61,closed,2025-08-05T04:55:34Z,2025-08-05T12:09:47Z
2073145d-697e-1570-7cc9-e87e652e5a39,f03c8517-8cdb-86c9-c64a-ce2f82b64f18,9ccb71bb-496f-0461-d577-9c4d626bd7a3,340000.0,0.68,active,2025-06-10T11:41:52Z,2025-06-10T20:28:53Z
8b59d08c-356a-aa3b-abc4-b4ce727e4aa5,f03c8517-8cdb-86c9-c64a-ce2f82b64f18,374e3334-a734-fece-a0b8-7a4d3daa3da2,40000.0,0.08,active,2025-06-10T04:17:08Z,2025-06-10T15:26:20Z
468ef692-dac1-b639-b574-dc7c356ff3fd,f03c8517-8cdb-86c9-c64a-ce2f82b64f18,eeaa3d41-677e-dd48-6721-7c7de401203a,35000.0,0.07,active,2025-06-10T05:05:25Z,2025-06-10T03:03:01Z
bf7b92fe-065b-3318-1cff-f9e93904ac66,f03c8517-8cdb-86c9-c64a-ce2f82b64f18,396d8df1-6ea3-05d9-3964-b226e445d185,85000.0,0.17,active,2025-06-10T10:18:41Z,2025-06-10T02:58:50Z
38b46dd1-a3a8-b70d-dc2a-dc217162b355,0a1fcdfe-44ef-63f6-1788-743f50f315b1,338cefb5-4559-85cb-9536-92246ec971e2,1100000.0,0.22,closed,2025-01-13T08:34:17Z,2025-01-13T03:48:34Z
8073135c-bc8c-7007-aa2d-6f9eaac14f22,0a1fcdfe-44ef-63f6-1788-743f50f315b1,3d67ff3a-3b07-ad70-11f8-a09cfa601dc6,850000.0,0.17,closed,2025-01-13T08:09:29Z,2025-01-13T15:16:24Z
5af261e5-acae-e174-8888-8a8e60151704,0a1fcdfe-44ef-63f6-1788-743f50f315b1,d6efe797-ffed-99e7-c270-c7ca421d9118,1500000.0,0.3,closed,2025-01-13T12:20:39Z,2025-01-13T14:29:10Z
406bbf2b-159f-63bc-88c2-ddbd3b89daa8,0a1fcdfe-44ef-63f6-1788-743f50f315b1,8388de7f-2850-faaf-d107-5f01309fc847,1550000.0,0.31,closed,2025-01-13T02:07:16Z,2025-01-13T20:19:29Z
ed566e97-02e4-a8f4-048c-5345fc968adc,fe134000-70b3-a1ee-2533-956e601de51f,03b188cb-0e2f-76cc-3e65-105125a81b18,77500.0,0.31,closed,2025-03-18T12:52:03Z,2025-03-18T04:24:27Z
188e0687-e42a-5eca-5df5-8a4029546d3f,fe134000-70b3-a1ee-2533-956e601de51f,a632394a-ad9d-4392-61f1-f98aebd5366d,172500.0,0.69,closed,2025-03-18T01:41:41Z,2025-03-18T03:53:53Z
bd02a755-9cbd-1550-227a-bb0eb0105eea,d77b369f-1d49-eb0d-f465-4da3e64b938d,c7ea559f-3e47-235f-30e1-113a025c98e7,12500000.0,1.0,active,2026-01-08T05:19:49Z,2026-01-08T12:55:50Z
e56f7274-326b-f855-1995-6c80abb8502c,e3a971f4-c193-e7e5-2b5e-5e1f10b5d5a7,253978b2-6ed2-6fca-d7be-86ef9cc24a68,10000000.0,1.0,closed,2025-08-03T11:30:04Z,2025-08-03T13:28:50Z
991219ae-acf6-76b2-3ea2-564290f37395,be42816d-83d4-0209-a95a-020407426f61,0253e03d-3031-4cfd-a104-256335fe5280,306000.0,0.51,active,2026-05-29T13:32:51Z,2026-05-29T07:37:28Z
8f105044-77a4-b51e-6b92-8de77503e326,be42816d-83d4-0209-a95a-020407426f61,372c1aba-ef22-be6e-3b74-42ac0f22af6e,222000.0,0.37,active,2026-05-29T19:32:37Z,2026-05-29T15:42:11Z
ac4bfa79-9913-bbcf-9002-7e7b2981c6df,be42816d-83d4-0209-a95a-020407426f61,87164298-6f33-2815-1860-3bbbe144d17c,72000.0,0.12,active,2026-05-29T03:43:42Z,2026-05-29T09:35:24Z
d4e05085-bff9-7c28-66c7-1da1ca8b4308,96e72c31-2748-8e2b-564a-d7f5cb830076,2ff40784-5523-c247-6740-8449359836a3,752000.0,0.94,closed,2025-08-25T03:44:33Z,2025-08-25T05:46:12Z
0435667b-5c4c-9832-0d2b-1dfc84959dd9,96e72c31-2748-8e2b-564a-d7f5cb830076,372c1aba-ef22-be6e-3b74-42ac0f22af6e,48000.0,0.06,closed,2025-08-25T08:10:47Z,2025-08-25T00:30:21Z
5182acc8-38c4-a376-debf-73223e328a42,30cfa2ea-978e-04d8-aa34-977ea9bcb2ff,cff60f81-a3f8-56ad-213f-066274dc5c45,837000.0,0.62,closed,2025-05-05T19:26:27Z,2025-05-05T22:44:10Z
fd4e2966-bb7c-0761-18d0-d8589538256e,30cfa2ea-978e-04d8-aa34-977ea9bcb2ff,258df6d0-c4e9-3633-1d88-1810c15dfbed,513000.0,0.38,closed,2025-05-05T10:57:38Z,2025-05-05T23:25:49Z
10232bf4-f840-7112-c5df-ba2da563fee0,26db1e17-88d8-fc16-70dd-6573eaed8447,374e3334-a734-fece-a0b8-7a4d3daa3da2,9200000.0,0.92,closed,2025-04-18T01:53:07Z,2025-04-18T12:08:39Z
00caf33f-51c0-bb32-f6af-50b9e85d5bfe,26db1e17-88d8-fc16-70dd-6573eaed8447,16b8e48d-401b-ccf1-053a-0559d02deec9,800000.0,0.08,closed,2025-04-18T09:25:06Z,2025-04-18T16:22:41Z
fa813435-222a-e19e-df13-941b9880d2ed,04c7349e-09d1-3ab4-8169-2fee3b8364aa,3d97d879-ea39-b6b5-d5ca-314608b0dde5,610000.0,0.61,closed,2026-04-30T09:43:34Z,2026-04-30T17:16:12Z
a34e4d7c-e083-30b3-5edf-419748353b02,04c7349e-09d1-3ab4-8169-2fee3b8364aa,8388de7f-2850-faaf-d107-5f01309fc847,80000.0,0.08,closed,2026-04-30T02:32:08Z,2026-04-30T11:56:57Z
31bc52f4-d005-cbe7-7265-921318a88504,04c7349e-09d1-3ab4-8169-2fee3b8364aa,405783c5-cb27-c84f-5a04-ec24779d04a8,310000.0,0.31,closed,2026-04-30T20:53:00Z,2026-04-30T03:35:53Z
39dd6c6d-469a-2caf-53bd-3edfaf2e3a0b,fd4b2128-41e3-ce19-bb8a-b54b904612ae,974a1460-d12c-e0f9-fb24-0dc7ecac31d3,810000.0,0.9,closed,2025-08-01T04:50:21Z,2025-08-01T19:57:13Z
8ea58955-0aaa-fbda-271a-8eebe22b49a2,fd4b2128-41e3-ce19-bb8a-b54b904612ae,c4e4e575-195e-a4d3-8922-4217be26e7c6,90000.0,0.1,closed,2025-08-01T07:21:08Z,2025-08-01T21:55:41Z
99516b54-3893-aca9-e612-1f3a3d7272fb,d173e7fb-7cd9-8c9c-7499-0d3d6b9e1ffb,d3b121f0-1746-edc7-78a1-a2bbf278b89d,50000000.0,1.0,active,2025-09-19T16:42:16Z,2025-09-19T07:31:54Z
1ea2d0a9-412d-0ded-60b7-16004c1708a5,c1f0c10e-4c54-cd7d-370a-745e2dc18311,8388de7f-2850-faaf-d107-5f01309fc847,780000.0,0.26,closed,2026-01-01T04:45:45Z,2026-01-01T06:07:43Z
a3bef14e-3cc3-5332-eefe-e69ce3c25d65,c1f0c10e-4c54-cd7d-370a-745e2dc18311,d3b121f0-1746-edc7-78a1-a2bbf278b89d,1980000.0,0.66,closed,2026-01-01T04:43:36Z,2026-01-01T17:56:08Z
8731749a-c6f5-d0ff-e130-4faac64aed35,c1f0c10e-4c54-cd7d-370a-745e2dc18311,9fdbc05b-f83d-d842-82b5-af2e761b2aa8,240000.0,0.08,closed,2026-01-01T07:24:34Z,2026-01-01T01:02:02Z
93234156-389e-d7b8-74ba-0fe64dc8c855,bbeff4d7-867d-41fa-8c1f-5b03d853d1ee,6843befe-0f4c-4a7c-991a-3225a17946c5,324000.0,0.54,closed,2025-09-05T16:38:59Z,2025-09-05T20:29:31Z
a54b96f5-6f66-517c-1b6a-13394f0105b1,bbeff4d7-867d-41fa-8c1f-5b03d853d1ee,ba166c5c-caa5-2d42-ef20-0cfcd93d5237,276000.0,0.46,closed,2025-09-05T05:16:42Z,2025-09-05T13:09:09Z
c1c41e15-301b-d179-8943-c92d638d83bf,ce454698-834b-24c2-f0ac-095ebfaea1e5,edc97b5f-c7ec-8e28-c792-0e39e9179ed6,1250000.0,0.05,closed,2026-02-12T05:30:01Z,2026-02-12T18:45:28Z
1b214797-bfc0-f310-f975-119903dadbde,ce454698-834b-24c2-f0ac-095ebfaea1e5,d98f6247-7f7d-56b0-1d8a-1bea7ab44331,14500000.0,0.58,closed,2026-02-12T01:38:45Z,2026-02-12T06:47:36Z
1cdf714a-1304-4cab-d4dc-5d0a7210aed8,ce454698-834b-24c2-f0ac-095ebfaea1e5,e05af7f8-0b78-2752-0386-aa76d7f217c6,9250000.0,0.37,closed,2026-02-12T04:20:07Z,2026-02-12T01:05:28Z
