id,loan_id,bank_id,disbursement_method,status,approver_id,escrow_id,created_at,updated_at
17c8a688-cc71-6e44-c3bd-ac47c06bd26e,9d4af862-71ba-9a2b-625d-06575076837f,BRI,agent_wallet,completed,APR-09,ESC-01,2026-02-06T10:23:56Z,2026-02-06T08:55:07Z
5f1c8235-491b-5006-f688-2bfbe3bdcd5f,c6cbb996-f09f-0c2e-cc6f-916fc8c8866a,BCA,transfer,completed,APR-06,ESC-02,2026-02-27T09:20:28Z,2026-02-27T22:20:53Z
04ced837-6de8-0ca3-f4d8-042c9a89bb9f,4d10e2f3-3321-bbc7-51f2-04eb11d1df9e,BNI,transfer,completed,APR-01,ESC-03,2025-02-26T08:02:07Z,2025-02-26T09:29:34Z
da3710e8-4c96-ba68-2fcb-f7067e9614d8,7537c0d1-18ba-3c49-bc2e-97a3e5fd15c2,MANDIRI,agent_wallet,completed,APR-07,ESC-02,2026-04-28T00:48:24Z,2026-04-28T04:52:02Z
4ae85a7c-f2c4-6aa5-5e3b-55e4688df15b,29a36e2a-6ffc-23cc-52c8-b35b9420ac52,BRI,transfer,completed,APR-05,ESC-01,2025-11-15T10:32:43Z,2025-11-15T15:28:42Z
4b35aa6c-4ea1-6235-5b9d-bdaa99a235dd,5c861f02-40d5-8a2e-ba6f-5c910b16e78c,MANDIRI,agent_wallet,completed,APR-09,ESC-03,2025-11-30T18:16:17Z,2025-11-30T02:17:13Z
f657d933-dec2-dd27-89ea-a929bd017d52,a5205476-aee7-7ebb-86d9-c1d657ac6409,BNI,agent_wallet,completed,APR-05,ESC-02,2025-02-12T20:08:23Z,2025-02-12T12:09:41Z
d575b973-a8a8-273e-1813-c0850ed88ae5,ee7c2d49-44d4-ce32-8d9c-23122d038b70,BCA,agent_wallet,completed,APR-09,ESC-02,2025-09-10T04:36:52Z,2025-09-10T00:33:27Z
e1fe0261-cecc-5648-8697-a2f2fb4a9531,69f7305d-dc27-ed59-8e53-01a89d1b00bc,MANDIRI,agent_wallet,completed,APR-09,ESC-01,2025-10-01T15:16:43Z,2025-10-01T10:27:53Z
0b93c1c0-e090-a9e2-5b9b-e92b916adfc9,0f18fd2d-07ae-c9cf-d267-b37d778e9094,BNI,agent_wallet,completed,APR-07,ESC-03,2025-09-20T10:47:59Z,2025-09-20T09:05:35Z
9e953d73-04ed-855c-826c-c76c31a2be3c,a61f4911-2037-ddb6-c9c9-aa14fcaddd95,BCA,transfer,completed,APR-02,ESC-02,2026-07-15T22:37:28Z,2026-07-15T04:11:47Z
402ed56a-4812-9034-35c8-5c14bd0da0d8,2321f889-aae0-59fc-e83f-e309f7164106,BCA,agent_wallet,completed,APR-04,ESC-01,2026-01-10T23:04:04Z,2026-01-10T20:53:16Z
983029cd-c0fa-2d67-0e7c-00763ee475a6,4392e06b-fb69-5664-9178-f552956333bb,BNI,transfer,completed,APR-03,ESC-02,2025-03-15T03:57:45Z,2025-03-15T12:50:14Z
b3c974d7-67a3-9676-d8eb-1f171517f2fc,64bc636d-3629-3341-8cf0-97861789f4a4,BNI,transfer,completed,APR-02,ESC-02,2026-05-09T13:00:50Z,2026-05-09T15:11:08Z
63ed1783-b509-602a-353f-d8f0d642f12a,d676ef0b-8d6f-cc00-4bf9-6e40ef99be33,MANDIRI,transfer,completed,APR-01,ESC-02,2025-03-28T03:07:23Z,2025-03-28T22:03:09Z
0a184a65-02f2-e5cc-c9b6-f02e4c67d725,b7eb14e8-7343-8002-bf51-aa5a6a3c3b2a,MANDIRI,agent_wallet,completed,APR-08,ESC-02,2026-05-27T23:15:21Z,2026-05-27T23:04:26Z
6e2d0c2f-1553-0958-d9cd-2b1bc47d1403,8a7ee81c-7c5b-02a4-a1c9-cb1a281bc900,BNI,transfer,completed,APR-01,ESC-03,2025-01-20T03:09:48Z,2025-01-20T18:32:58Z
ff468d29-68a6-f51b-6530-2271f4766cf9,6fec75e2-8239-ab54-b526-22a158250267,BNI,transfer,completed,APR-06,ESC-01,2025-06-16T22:46:28Z,2025-06-16T15:34:13Z
4abbe46b-7876-fb6b-c2f9-7d68c2eab789,39976ff3-7070-6914-58d7-58a66d292a04,BCA,transfer,completed,APR-04,ESC-03,2025-07-02T15:32:33Z,2025-07-02T05:35:27Z
959c7042-23ec-e36b-1018-9f8bbb29df4d,35935a72-1f21-4e52-586f-38e647b9ef7d,BNI,transfer,completed,APR-08,ESC-02,2026-03-05T23:35:16Z,2026-03-05T11:52:54Z
78bc81ce-d3e0-506b-310a-1be5bba62f1a,67d5c895-b276-b6ca-4c74-b566b5c70ec4,MANDIRI,agent_wallet,completed,APR-03,ESC-03,2025-10-17T12:52:45Z,2025-10-17T16:49:33Z
d4319b5e-35bf-4702-1f43-4c83bc56a3ce,720f8eb2-fc43-f1bc-7e03-5f4c8fc069f8,MANDIRI,transfer,completed,APR-04,ESC-03,2025-07-03T12:00:11Z,2025-07-03T20:24:35Z
79eb312f-47c6-dbdf-725c-1c4cb42e6e6a,2a3f70ab-0660-ba40-8c42-0859db594869,MANDIRI,transfer,completed,APR-09,ESC-03,2026-03-10T16:03:36Z,2026-03-10T10:48:37Z
b3b5db04-83e0-cd21-73c3-45fd542be18f,5a56714f-3795-0305-f50a-364d35da0a75,BRI,transfer,completed,APR-06,ESC-01,2026-05-06T13:09:20Z,2026-05-06T19:43:06Z
9b5780b8-0c4b-6370-1d9a-eb619fb0313d,5c0abbea-2660-fa9b-c141-d4e29430c0f9,BCA,agent_wallet,completed,APR-05,ESC-03,2025-11-20T03:20:35Z,2025-11-20T01:11:51Z
68a29025-5f6d-b4e9-1e40-da34946f0452,5cea9433-1623-21d9-8cd4-3c66c5c3fc44,BRI,agent_wallet,completed,APR-04,ESC-01,2025-07-01T00:36:59Z,2025-07-01T01:59:02Z
e8ada763-982a-d801-0937-887f75d60694,606f40db-ef77-abb1-acb7-ca1adc52efd7,MANDIRI,transfer,completed,APR-06,ESC-01,2025-08-01T21:01:16Z,2025-08-01T21:57:05Z
bf23965c-6181-f9f5-a306-1467edfb100e,4a3775ca-ed06-0ee3-1d70-1be2b11b9a5b,BCA,transfer,completed,APR-01,ESC-02,2025-05-25T19:28:30Z,2025-05-25T10:14:46Z
c55a7063-b897-ad70-c74a-d660926b0eda,749c52c1-ed77-a4ad-8aef-99c245d73a6d,BNI,agent_wallet,completed,APR-09,ESC-01,2025-01-10T06:26:32Z,2025-01-10T14:46:56Z
6dd10c00-8bfc-afdd-a925-b497ccf3c61f,df82fc5a-5cb2-8d60-f22b-71e394793849,MANDIRI,agent_wallet,completed,APR-08,ESC-01,2025-04-08T19:07:18Z,2025-04-08T06:39:02Z
f2b81f16-bd09-ae3c-42f8-82b1f57c3132,b58b5c79-696f-5c48-d38f-4eeb88d0acae,BNI,transfer,completed,APR-05,ESC-03,2025-11-26T13:59:50Z,2025-11-26T20:11:23Z
afe1b2be-5eda-93d6-e245-9a8226079920,34e2869a-a314-edb3-2eca-690ca2416baf,BNI,transfer,completed,APR-01,ESC-02,2025-08-05T09:03:17Z,2025-08-05T21:51:23Z
1e2d1d39-d594-a8cf-c2b4-041769a8cba0,2bd48584-7a59-16fc-6f21-17804aaec690,BRI,transfer,completed,APR-01,ESC-01,2026-07-27T00:34:06Z,2026-07-27T14:37:45Z
ce39b272-8fcd-bbb1-8bbf-5e00646f1975,b04f86a6-014a-0486-509e-9bf043df96c9,BCA,agent_wallet,completed,APR-04,ESC-02,2026-05-16T16:11:34Z,2026-05-16T07:13:10Z
ff539e34-8718-5c2c-b7ab-a2f56d322389,99c354e0-ca73-ab5d-1a92-1f25410ccc59,BNI,agent_wallet,completed,APR-07,ESC-03,2026-05-27T00:03:38Z,2026-05-27T08:14:47Z
abe5a8ea-251d-9f36-c99c-8527540c3fb9,2db95374-d8c7-389e-60c4-692f16ce5315,MANDIRI,transfer,completed,APR-06,ESC-03,2025-06-25T02:59:46Z,2025-06-25T08:42:10Z
5c3a518b-7e0c-2665-45d0-6ceb94b95d71,6da8a790-5ae4-ec20-5fc1-3d68c369b750,BRI,transfer,completed,APR-03,ESC-01,2025-10-04T15:41:35Z,2025-10-04T17:33:42Z
aa9872e2-f39c-f77b-ab2f-6a119aecbff3,ae6d1002-9935-8c0b-9dba-63156e7bc03f,BCA,transfer,completed,APR-07,ESC-02,2026-04-30T11:41:43Z,2026-04-30T16:44:34Z
28828937-da46-5877-b697-3f4dfc7f2ffb,b5b4e667-2340-11f0-de2a-813ccdda6d4e,MANDIRI,transfer,completed,APR-09,ESC-02,2025-04-27T00:26:42Z,2025-04-27T18:23:03Z
dc643362-0b93-6ed1-3b80-332836bdd9bd,5badb3ca-d21f-8755-5f7d-feee4626fa30,BCA,agent_wallet,completed,APR-07,ESC-02,2025-12-17T13:25:45Z,2025-12-17T19:34:44Z
665ec6cf-ca97-475d-5253-704387437e5a,4d450081-aab7-f302-1a8b-d47d1f383317,BRI,transfer,completed,APR-01,ESC-02,2026-01-21T10:11:48Z,2026-01-21T23:16:51Z
bc62ee2e-6e93-0426-c964-b2483dba7c44,9d644d78-61f5-f48b-78f0-dbaa5d07b239,BNI,transfer,completed,APR-01,ESC-02,2025-05-13T19:18:10Z,2025-05-13T10:58:11Z
39dba7d9-5179-7730-1d1a-198dbd773ce3,ea93f57e-97e2-5033-5506-d167df181578,BNI,transfer,completed,APR-01,ESC-02,2025-02-20T07:25:54Z,2025-02-20T20:56:37Z
414feaa5-d76a-bb69-d340-82ef681cf884,f5693d09-e544-2f98-f19e-7aed9a24bfc3,BRI,transfer,completed,APR-03,ESC-02,2026-04-28T11:55:10Z,2026-04-28T13:05:01Z
1846da8f-49ee-4629-9c53-50c3c2adbbfe,68338da0-b859-57c4-c12c-f174272b74c5,BRI,agent_wallet,completed,APR-02,ESC-01,2025-07-29T05:00:00Z,2025-07-29T16:25:33Z
137b53a7-2d39-5293-34d7-7395a567b54f,d6355f97-2697-58de-2c57-9e60a5be6216,BCA,transfer,completed,APR-09,ESC-02,2025-07-18T00:03:23Z,2025-07-18T21:35:50Z
f4c77d36-067b-e68f-2795-6dbae10cee68,9bda9335-2a41-966e-20ca-c0a9b2449caa,BRI,agent_wallet,completed,APR-02,ESC-03,2025-07-06T19:42:38Z,2025-07-06T18:53:46Z
d80a2c0d-c0d6-cbab-8eda-914924d50be0,ca538e6c-14c1-94c7-3bde-39d46a8d08eb,BNI,transfer,completed,APR-06,ESC-02,2025-04-12T17:58:42Z,2025-04-12T05:59:15Z
737fb50d-515d-1786-b816-9654428c76ff,4d2dfe2c-4ed3-a33f-03fd-aa60a98669dd,BRI,transfer,completed,APR-07,ESC-02,2025-11-24T01:12:23Z,2025-11-24T22:35:48Z
3a54b019-902a-7037-2a4e-a70fb9d5740c,d10cffbb-efa3-b08d-463f-7089780626bb,BCA,transfer,completed,APR-06,ESC-01,2026-05-31T11:39:59Z,2026-05-31T02:33:29Z
912cbbd3-b88d-a13b-2404-c360ae823be0,c366d0a1-fd46-7161-1a66-6bfbe4fb669e,MANDIRI,agent_wallet,completed,APR-07,ESC-03,2025-08-04T23:04:27Z,2025-08-04T20:14:58Z
9d78417e-76ef-9195-6cf2-9717079de1af,55c1ee73-3ea0-626d-d5c2-1a24c075834f,BCA,agent_wallet,completed,APR-01,ESC-03,2025-03-25T04:39:59Z,2025-03-25T04:56:42Z
3c106673-4bb3-dd7f-6429-390190a2b4e2,2e0ba5d4-5987-e082-af14-700bfac4b336,BCA,agent_wallet,completed,APR-03,ESC-01,2025-03-19T18:21:43Z,2025-03-19T21:44:39Z
a71ff128-4546-fc49-d487-c8b4350e139c,82942011-0835-8d54-d40e-f8e0af3b29af,BNI,agent_wallet,completed,APR-03,ESC-01,2025-01-05T20:44:00Z,2025-01-05T00:56:28Z
72cbe676-c61e-6d95-053e-e89b2bc2b53b,44e1514c-eadf-0ce8-fdca-781157a2bdc8,BCA,transfer,completed,APR-05,ESC-03,2025-06-07T02:02:31Z,2025-06-07T18:18:29Z
c0e3f421-2df3-4b50-b1e2-818e25defa71,8895f7bc-e303-ecc0-d291-8820458d7c5f,BNI,transfer,completed,APR-05,ESC-01,2026-03-07T03:28:53Z,2026-03-07T11:00:49Z
8bc0c6bf-1f2e-8f45-5ea4-99edf5942a28,f13e62f0-36fa-0905-2ce4-dcfb631e9688,BRI,transfer,completed,APR-06,ESC-02,2026-07-30T00:03:45Z,2026-07-30T15:56:14Z
699835bd-753d-90b5-e6c7-b1f2af79e208,ac5ae60b-8cd3-e1d8-a0b9-191d38dd8792,BNI,transfer,completed,APR-03,ESC-01,2026-04-03T07:31:08Z,2026-04-03T15:12:56Z
0c09d152-5cd1-3b58-e155-0d093ed24a8e,7e13a0f7-a22a-7996-f602-e92458cfb341,BCA,transfer,completed,APR-06,ESC-02,2025-11-30T14:13:43Z,2025-11-30T14:53:58Z
94fe507b-98bb-01da-4298-46cbfdee3d82,df35e84d-3323-19d3-c1cd-64a5e97d3a7b,BNI,agent_wallet,completed,APR-01,ESC-01,2025-06-19T11:06:34Z,2025-06-19T22:30:11Z
ef6c98d7-8852-d974-d55f-1b3e88fd7781,9e2f77ef-2b77-5b80-6163-068a6a8a99db,BNI,transfer,completed,APR-05,ESC-01,2025-11-29T21:41:04Z,2025-11-29T22:09:10Z
0429c2ef-6b3d-7458-e54e-d06876c5928f,6fa4c630-4208-8803-a577-af16a1e2995f,MANDIRI,transfer,completed,APR-05,ESC-03,2026-07-31T19:08:49Z,2026-07-31T03:47:27Z
da5f9b7b-bab5-166e-34cf-dfab000dfef8,d829794a-4e4d-861f-7f40-f93f6c72f85c,BRI,transfer,completed,APR-04,ESC-01,2026-03-21T10:02:58Z,2026-03-21T12:41:18Z
3862c45c-c60e-9c26-848b-ebb168d8507c,65e955b2-2dcd-2517-c208-fbfd385a0078,MANDIRI,transfer,completed,APR-02,ESC-02,2025-07-18T04:03:08Z,2025-07-18T02:13:49Z
5d7ea99d-8c1f-c97c-ce9c-7cce6590e83a,64c28dfe-61c0-0f20-ff3f-263c7890a7f3,MANDIRI,transfer,completed,APR-08,ESC-02,2025-12-11T20:30:47Z,2025-12-11T22:55:33Z
a9900368-d35c-32b8-b348-0a23ab5e8be2,c1327c5e-21fc-a531-35d7-6c903c5e24fc,MANDIRI,agent_wallet,completed,APR-06,ESC-03,2026-06-05T06:52:11Z,2026-06-05T09:49:47Z
a802212f-b520-12a5-8eae-7fdf63b1fd3b,85705ec0-7e04-03f0-648c-f14a74184086,MANDIRI,transfer,completed,APR-07,ESC-03,2025-11-21T15:49:32Z,2025-11-21T08:51:38Z
bd5d0977-dbce-8d41-53db-7f835a00329a,883a9845-18cb-acdf-0636-56a853debde7,BRI,transfer,completed,APR-08,ESC-02,2025-06-06T06:07:32Z,2025-06-06T23:29:00Z
dcef4e76-f6e1-df02-c934-53bdf41d9a37,45366c9c-dc15-f3ee-3ad1-e5b26f03c94e,BCA,transfer,completed,APR-01,ESC-03,2025-11-06T07:55:21Z,2025-11-06T20:25:35Z
5d8da387-68d2-9d6a-6746-482994fb2318,05cd0c31-3e2a-0ae9-cd24-89b681f95752,MANDIRI,transfer,completed,APR-05,ESC-01,2026-02-27T23:02:12Z,2026-02-27T01:40:12Z
737bc128-82e2-2d35-4df4-4c5ed99c1cb4,a4ad756e-76c1-62ad-5d2e-eba7291f55db,BCA,transfer,completed,APR-09,ESC-03,2026-07-05T19:49:24Z,2026-07-05T23:30:15Z
50bd491c-1b17-c515-a101-2098adb166ee,f8358a57-29c4-d360-c621-ece21fe3a649,BRI,transfer,completed,APR-02,ESC-03,2025-01-26T08:01:21Z,2025-01-26T23:46:21Z
2d89e114-01aa-d6e1-3fd0-12b1ff79661a,14746cfd-149b-2e0a-dd70-b412e4400fd9,BCA,agent_wallet,completed,APR-03,ESC-01,2025-02-18T04:38:56Z,2025-02-18T15:59:47Z
3cd4a1b3-a578-b761-579c-ae4bd3073ad8,ed5271f2-68a2-e324-6be6-07d802f858ae,BCA,transfer,completed,APR-09,ESC-02,2025-12-19T23:57:02Z,2025-12-19T09:19:34Z
074d8b16-0d07-976b-3bb0-16f54b5706d6,8d133424-6cd3-3f24-17bb-9663f19b76ec,BRI,transfer,completed,APR-06,ESC-02,2025-12-05T17:36:25Z,2025-12-05T10:22:49Z
cc29e568-3355-e0ef-81c8-fd0c6a46c112,e831954d-9f5f-440e-dbe1-ae9f3ac1ff80,BNI,transfer,completed,APR-01,ESC-02,2025-06-29T20:43:37Z,2025-06-29T21:38:40Z
c89deba0-9c28-0468-ac1d-f53cba96c454,eec727dc-924d-e5ab-13d3-b962a655ea37,MANDIRI,agent_wallet,completed,APR-03,ESC-03,2026-05-26T14:06:26Z,2026-05-26T03:27:46Z
dfa7dfef-31a5-39d2-2176-6b8ec8d5aea9,4fa601d7-d9b6-c16b-0299-21c406344d49,MANDIRI,transfer,completed,APR-04,ESC-01,2025-06-05T01:46:43Z,2025-06-05T05:15:08Z
3bb4f1f0-9e7e-8438-f6af-4f1e83f5c84c,29a138e7-96d2-a0fd-3f3d-c5ea0ff936e4,BNI,transfer,completed,APR-02,ESC-03,2026-03-19T07:36:09Z,2026-03-19T08:00:09Z
775986d6-a71f-6ffc-1c72-88084f0b9a25,842d7fe7-a8f6-f060-50f9-60ba8ea25b04,BRI,transfer,completed,APR-02,ESC-01,2026-05-26T03:00:36Z,2026-05-26T17:32:34Z
0e6318ea-0e66-59d9-8823-d6291b58bd49,41cb5465-8867-f50f-74f0-07d4b386b548,MANDIRI,transfer,completed,APR-05,ESC-01,2025-06-30T07:52:04Z,2025-06-30T11:39:02Z
cc17d754-5110-e079-b34f-023e7476f07e,8874ec74-3b5a-bb6e-caac-474a6bd11ec3,BRI,transfer,completed,APR-03,ESC-02,2026-05-21T23:03:06Z,2026-05-21T14:45:33Z
290bedc5-18a5-5e38-7fcf-3af089d69e95,e0a1d443-3dd3-4bff-a245-b7bcd24e9e50,BRI,agent_wallet,completed,APR-07,ESC-02,2026-04-17T18:54:39Z,2026-04-17T09:10:16Z
d7b3c9d5-7917-d006-f68c-982e993f3371,ccb546f9-ef11-958e-c9ae-b34fa43a4fcc,BNI,agent_wallet,completed,APR-09,ESC-02,2025-01-22T21:43:39Z,2025-01-22T22:49:15Z
f0b4a7c7-ded8-8d5d-7027-5a2744628303,0521fe27-31fc-61f5-91fc-dc2652fdf879,BCA,transfer,completed,APR-04,ESC-02,2025-12-26T00:14:30Z,2025-12-26T06:59:38Z
c585fc93-0c5f-b38a-3399-78ee447d335f,0221a0a2-de5c-f254-8189-a277699a1007,MANDIRI,transfer,completed,APR-08,ESC-01,2026-06-18T03:32:09Z,2026-06-18T03:28:11Z
287a0dea-4aff-e8e2-8db6-5492ea432f98,35e479d5-abfa-ab2a-33f1-ddcdf019282e,MANDIRI,transfer,completed,APR-04,ESC-02,2025-11-01T07:13:09Z,2025-11-01T02:14:13Z
bcb28f82-9c60-2fd1-a320-1169fb47d18c,b1552cb0-0d51-c509-e6b0-821d71a76cec,BRI,agent_wallet,completed,APR-04,ESC-01,2025-09-11T10:43:58Z,2025-09-11T01:20:16Z
b49eff64-a557-8c47-6458-d4d67eb4c9ff,4e32286d-3618-bfbf-b1f3-f758b6f2f8dc,BCA,transfer,completed,APR-05,ESC-03,2025-04-26T05:59:31Z,2025-04-26T07:25:07Z
6d6bc7c2-9ace-692d-cdbf-b5c40305015b,6565a2c6-ab36-22ee-3409-7158f65c06fd,BCA,transfer,completed,APR-01,ESC-03,2026-06-10T11:46:10Z,2026-06-10T05:11:53Z
2448b94d-7594-7dae-b577-d284db8374ee,c6b0e699-0ea1-c1de-aecd-8e2a995799a0,BNI,agent_wallet,completed,APR-05,ESC-02,2025-10-09T00:09:09Z,2025-10-09T15:01:17Z
2981f898-3762-194d-bdb5-273e00386447,aa89d5e3-b0fe-d2cf-5734-ab556939c744,BCA,agent_wallet,completed,APR-09,ESC-01,2025-09-25T21:08:41Z,2025-09-25T13:51:16Z
5c3c6313-51df-ad6e-12db-d00bdf303392,cc0b95fb-5a8e-9a13-7e08-2e4226336c9f,MANDIRI,agent_wallet,completed,APR-07,ESC-03,2025-05-13T08:05:45Z,2025-05-13T10:41:03Z
a67fb0a5-b5a2-7963-6993-b6423e7b7936,67018f88-9cc2-cc6b-863d-46465dc950f1,BRI,agent_wallet,completed,APR-09,ESC-02,2026-02-06T00:33:57Z,2026-02-06T02:16:43Z
950265fc-717f-9394-09b0-4da5c2a7d5f8,772d889e-b7a6-5cc7-4b4d-f6d7c64bbbb3,BNI,transfer,completed,APR-03,ESC-01,2025-01-24T10:41:25Z,2025-01-24T18:39:22Z
4b03f2b2-025f-4cca-ae70-d503a083e017,5c4b651b-0746-3711-0d3f-8a0fa88517e0,BCA,agent_wallet,completed,APR-03,ESC-01,2025-09-20T03:49:36Z,2025-09-20T00:46:43Z
621235fe-1b9a-ce96-1e7e-eefe7143644a,3bb7b904-b971-b077-2581-f7b5046970ee,BRI,transfer,completed,APR-08,ESC-01,2026-03-11T11:37:02Z,2026-03-11T15:28:07Z
61fd1655-885f-66f2-1e76-04038534ff65,62567e84-ac6b-fef8-3360-b95a46dc857e,BCA,transfer,completed,APR-07,ESC-02,2025-08-13T16:35:39Z,2025-08-13T10:40:46Z
1443c255-8d30-0c65-8ab1-9f7901a7eaea,0d3283df-327b-c693-dfc0-7630a4a7c926,BNI,transfer,completed,APR-04,ESC-02,2025-08-30T05:02:49Z,2025-08-30T15:56:21Z
7ef5a684-0fdd-a5c8-ac94-ade0f1c564d5,d7073576-f71c-d4d4-9fda-6a19623dc802,BRI,agent_wallet,completed,APR-09,ESC-03,2025-11-08T01:06:49Z,2025-11-08T00:11:15Z
6d790a0c-1953-b8a7-122a-c705c8fd0a3b,68580f03-83ee-26e1-12a4-ffa138ed1470,BNI,transfer,completed,APR-05,ESC-03,2026-04-06T06:54:50Z,2026-04-06T07:28:46Z
07160ab7-7a5c-206c-d2f6-9e45a4862d9a,ca265cce-50e3-4791-c06c-395388df9234,MANDIRI,transfer,completed,APR-02,ESC-01,2025-01-27T21:29:04Z,2025-01-27T07:12:54Z
342534f2-6912-2830-99dd-30a8db4d80e6,75d57a38-c225-6276-ef54-00cc0dee7f9e,MANDIRI,transfer,completed,APR-09,ESC-02,2026-07-04T17:53:34Z,2026-07-04T00:09:20Z
b8e4d620-f5dc-afe8-8fd2-ca28ca5a8726,fd451dbc-dc4c-2162-b7ec-df22c3f0b38e,BRI,agent_wallet,completed,APR-02,ESC-01,2026-03-30T15:33:32Z,2026-03-30T11:37:20Z
62d6ec7d-73af-d2b4-62c6-8686bd1ca4eb,cedf38fe-f3fe-162c-6ee6-d613fe4d2da2,MANDIRI,transfer,completed,APR-09,ESC-03,2026-02-11T21:27:39Z,2026-02-11T04:22:52Z
c5ca6ca5-a26e-9e5a-d3b4-1a35f942151b,febadc40-5e63-9bdd-622d-31ba8849b956,BNI,agent_wallet,completed,APR-02,ESC-03,2025-10-01T16:38:29Z,2025-10-01T08:30:00Z
eaf0466d-9aff-684f-c0c6-b8ecdfd6b16a,d7d7bc9f-aaf2-1c71-fa1d-bf65631f9eef,BCA,transfer,completed,APR-01,ESC-02,2025-07-26T06:13:28Z,2025-07-26T06:56:05Z
b6847172-5688-0215-14f5-f9b5e3b5e908,227a6610-4ce9-ce79-1894-4b2f2ea23652,BNI,transfer,completed,APR-03,ESC-03,2026-02-22T06:41:21Z,2026-02-22T15:06:14Z
6a27516f-2d15-38fb-d8e4-d2c357c96436,d03f129a-b2d5-81b1-5f69-9499a7a1ad78,BCA,transfer,completed,APR-03,ESC-01,2025-06-08T14:10:41Z,2025-06-08T21:11:37Z
423b7843-a1a7-ddc3-135c-cda20ff61e97,737af11f-2296-6999-b2cc-813b0e61d7e2,MANDIRI,agent_wallet,completed,APR-01,ESC-03,2025-11-14T15:16:06Z,2025-11-14T11:15:00Z
705554e2-f3f0-d577-3c9d-6e0388f7cf8e,92246ba6-fad6-635f-2994-3a4d41318f79,BCA,transfer,completed,APR-05,ESC-02,2026-03-12T10:15:17Z,2026-03-12T21:07:36Z
61a5a390-14c6-5459-1616-8ae22cd26e5e,aa2ef373-770f-746c-f49a-11daf964563a,BCA,agent_wallet,completed,APR-02,ESC-01,2025-07-01T06:47:52Z,2025-07-01T03:04:56Z
633a6346-e147-eb86-95e1-e006cab539c7,a1027a03-3fed-f4ea-e0aa-04c025a6be09,BCA,transfer,completed,APR-06,ESC-02,2026-01-22T16:31:34Z,2026-01-22T22:41:03Z
de172e39-c986-2065-7f7e-dd651e03bf1a,2a3e02f4-01d4-1c0b-3598-83230213eedd,MANDIRI,agent_wallet,completed,APR-07,ESC-03,2025-01-18T17:31:37Z,2025-01-18T17:56:46Z
88bbadd9-827e-5eaa-ebd6-f7d97566efcd,e7b69a2a-471f-f58a-740e-c4863c8dfd2b,BRI,transfer,completed,APR-03,ESC-02,2025-09-19T11:10:46Z,2025-09-19T13:12:40Z
7048b6be-0706-568c-2aa2-1437abaf047d,fba0a050-be4d-fbbb-c138-e2c6a8ac2400,BCA,agent_wallet,completed,APR-08,ESC-01,2026-06-14T15:08:55Z,2026-06-14T00:56:26Z
a5e9d9ce-9dae-5a4b-f860-e3ce9382437d,94614095-4453-441f-dda8-718d470420a1,BCA,transfer,completed,APR-08,ESC-02,2025-02-17T02:08:25Z,2025-02-17T16:10:26Z
dd870e4e-1674-1c5c-6698-d1917835e931,99dfe22c-c8de-c48b-85f6-7cb5319640c5,MANDIRI,transfer,completed,APR-01,ESC-01,2026-07-02T01:49:52Z,2026-07-02T05:43:26Z
8e2a4060-09ee-2e03-7ac5-6b5630259742,9a08da45-5375-364b-a240-0082297f1ee3,BCA,transfer,completed,APR-02,ESC-02,2025-07-26T07:30:40Z,2025-07-26T18:35:40Z
d161bd20-eb15-4dd1-5802-012f35478fb2,bb25f4af-4a72-7126-fd22-4ff578cb38ef,BRI,transfer,completed,APR-06,ESC-01,2025-11-15T12:37:03Z,2025-11-15T02:12:01Z
c07d0a6a-47df-b041-dcaa-d6857f0b1163,64613fb8-e8df-5a1c-8a98-484f47833d68,BCA,transfer,completed,APR-04,ESC-03,2026-01-28T06:01:35Z,2026-01-28T17:51:47Z
d8e669f6-8e3f-1218-832c-8f026fa3ae1c,10e77b17-8c77-762b-f970-658e419fe46d,BNI,agent_wallet,completed,APR-02,ESC-03,2025-04-02T21:20:13Z,2025-04-02T18:29:49Z
5893b6d0-8605-2c42-a0b6-7c6846927d32,d20c3f9c-15bb-f998-2196-fc3fbc2e78dc,BCA,transfer,completed,APR-06,ESC-02,2026-07-23T12:31:19Z,2026-07-23T11:00:34Z
7122f279-0873-ae56-0daf-3ee34c5d22ae,d85c8a14-0701-fbf4-4a47-a10a7deab703,BCA,transfer,completed,APR-09,ESC-01,2026-03-28T07:43:15Z,2026-03-28T17:42:45Z
5ca72a55-a44e-fd4b-1a9a-f073c2987f78,684419ba-8c4b-d31c-ac34-4bd732226129,MANDIRI,transfer,completed,APR-04,ESC-02,2026-01-23T21:37:58Z,2026-01-23T02:36:14Z
